15.707673,50.892749,Serwis Fiat@0,Jelenia Góra
16.810578,50.586207,Serwis Fiat@60,Ząbkowice Śląskie
22.657102,50.019956,Serwis Fiat@0,Jarosław
18.127514,53.136860,Serwis Fiat@60,Bydgoszcz
21.778122,54.047661,Serwis Fiat@60,Giżycko
21.586319,53.092487,Serwis Fiat@0,Ostrołęka
20.942456,52.176884,Serwis Fiat@0,Warszawa
22.931067,54.073218,Serwis Fiat@0,Suwałki
17.000899,51.063957,Serwis Fiat@0,Wrocław
19.660170,51.420196,Serwis Fiat@0,Piotrków Trybunalski
19.125781,50.233227,Serwis Fiat@0,Mysłowice
21.456500,50.301874,Serwis Fiat@0,Mielec
20.022054,51.554280,Serwis Fiat@0,Tomaszów Mazowiecki
19.925495,50.006872,Serwis Fiat@0,Kraków
19.152242,49.847780,Serwis Fiat@0,Kozy
18.905884,50.359129,Serwis Fiat@0,Bytom
18.964190,50.286027,Serwis Fiat@0,Chorzów
18.989310,50.250561,Serwis Fiat@0,Katowice
21.396051,50.925978,Serwis Fiat@0,Ostrowiec Świętokrzyski
21.396051,50.925978,Serwis Fiat@0,Ostrowiec Świętokrzyski
,50.925978,Serwis Fiat@0,Ostrowiec Świętokrzyski
23.396051,50.925978,Serwis Fiat@0,Ostrowiec Świętokrzyski
63.396051,40.925978,Serwis Fiat@0,Ostrowiec Świętokrzyski
332,3232,fd,fd
443,4343,ff,dd
